"indicator","County","Year","subgroup1","subgroup_cat1","subgroup2","subgroup_cat2","aaRate10K","aaRate10Kpy","count","cRate10K","cRate10Kpy","dailyMean"
"ED Visits","New York State","2008-2010","Month",4,"Total",,24.49,99.414,45632,23.64,95.943,507.022
"ED Visits","New York State","2008-2010","Month",5,"Total",,27.59,108.399,51107,26.47,103.988,549.538
"ED Visits","New York State","2008-2010","Month",6,"Total",,19.07,77.415,36047,18.67,75.790,400.522
"ED Visits","New York State","2008-2010","Month",7,"Total",,14.75,57.938,28094,14.55,57.163,302.086
"ED Visits","New York State","2008-2010","Month",8,"Total",,16.71,65.633,31470,16.30,64.032,338.387
"ED Visits","New York State","2008-2010","Month",9,"Total",,27.91,113.287,51130,26.48,107.503,568.111
"ED Visits","New York State","2008-2010","Total",,"Total",,283.72,94.575,527932,273.45,91.149,481.690
"ED Visits","New York State",2009,"AgeGroup","0-4","Total",,,,28543,246.63,246.625,78.200
"ED Visits","New York State",2009,"AgeGroup","15-19","Total",,,,11399,82.55,82.555,31.230
"ED Visits","New York State",2009,"AgeGroup","20-24","Total",,,,13152,94.70,94.702,36.033
"ED Visits","New York State",2009,"AgeGroup","25-64","Total",,,,82470,79.27,79.269,225.945
"ED Visits","New York State",2009,"AgeGroup","5-14","Total",,,,32595,136.72,136.716,89.301
"ED Visits","New York State",2009,"AgeGroup","65+","Total",,,,12304,47.47,47.465,33.710
"ED Visits","New York State",2009,"Month",1,"Total",,8.15,95.918,15226,7.89,92.854,491.161
"ED Visits","New York State",2009,"Month",10,"Total",,10.50,123.573,19356,10.03,118.040,624.387
"ED Visits","New York State",2009,"Month",11,"Total",,9.34,113.590,17177,8.90,108.244,572.567
"ED Visits","New York State",2009,"Month",12,"Total",,8.12,95.649,15040,7.79,91.720,485.161
"ED Visits","New York State",2009,"Month",2,"Total",,7.26,94.680,13613,7.05,91.912,486.179
"ED Visits","New York State",2009,"Month",3,"Total",,7.73,91.013,14393,7.45,87.774,464.290
"ED Visits","New York State",2009,"Month",4,"Total",,7.34,89.284,13707,7.10,86.377,456.900
"ED Visits","New York State",2009,"Month",5,"Total",,10.22,120.352,18878,9.78,115.125,608.968
"ED Visits","New York State",2009,"Month",6,"Total",,6.94,84.455,13157,6.81,82.911,438.567
"ED Visits","New York State",2009,"Month",7,"Total",,5.00,58.819,9520,4.93,58.057,307.097
"ED Visits","New York State",2009,"Month",8,"Total",,6.20,72.999,11572,5.99,70.571,373.290
"ED Visits","New York State",2009,"Month",9,"Total",,10.29,125.179,18824,9.75,118.623,627.467
"ED Visits","New York State",2009,"Total",,"Total",,97.08,97.080,180463,93.47,93.470,494.419
"ED Visits","New York State","2009-2011","AgeGroup","0-4","Gender","F",,,30302,533.41,177.805,27.673
"ED Visits","New York State","2009-2011","AgeGroup","0-4","Gender","M",,,54209,911.93,303.977,49.506
"ED Visits","New York State","2009-2011","AgeGroup","0-4","Total",,,,84511,726.96,242.322,77.179
"ED Visits","New York State","2009-2011","AgeGroup","15-19","Gender","F",,,18368,277.17,92.389,16.774
"ED Visits","New York State","2009-2011","AgeGroup","15-19","Gender","M",,,13685,197.05,65.685,12.498
"ED Visits","New York State","2009-2011","AgeGroup","15-19","Total",,,,32053,236.17,78.724,29.272
"ED Visits","New York State","2009-2011","AgeGroup","20-24","Gender","F",,,23509,336.25,112.084,21.469
"ED Visits","New York State","2009-2011","AgeGroup","20-24","Gender","M",,,15710,220.51,73.503,14.347
"ED Visits","New York State","2009-2011","AgeGroup","20-24","Total",,,,39219,277.83,92.612,35.816
"ED Visits","New York State","2009-2011","AgeGroup","25-64","Gender","F",,,154384,286.82,95.606,140.990
"ED Visits","New York State","2009-2011","AgeGroup","25-64","Gender","M",,,88703,174.34,58.114,81.007
"ED Visits","New York State","2009-2011","AgeGroup","25-64","Total",,,,243088,232.17,77.388,221.998
"ED Visits","New York State","2009-2011","AgeGroup","5-14","Gender","F",,,38122,328.96,109.653,34.815
"ED Visits","New York State","2009-2011","AgeGroup","5-14","Gender","M",,,58945,487.00,162.332,53.831
"ED Visits","New York State","2009-2011","AgeGroup","5-14","Total",,,,97068,409.70,136.567,88.647
"ED Visits","New York State","2009-2011","AgeGroup","65+","Gender","F",,,26983,175.24,58.412,24.642
"ED Visits","New York State","2009-2011","AgeGroup","65+","Gender","M",,,11561,105.94,35.315,10.558
"ED Visits","New York State","2009-2011","AgeGroup","65+","Total",,,,38544,146.50,48.832,35.200
"ED Visits","New York State","2009-2011","Month",1,"Total",,24.17,94.867,45339,23.37,91.714,487.516
"ED Visits","New York State","2009-2011","Month",10,"Total",,29.79,116.901,55158,28.43,111.576,593.097
"ED Visits","New York State","2009-2011","Month",11,"Total",,28.10,113.979,51779,26.69,108.232,575.322
"ED Visits","New York State","2009-2011","Month",12,"Total",,26.49,103.979,49162,25.34,99.447,528.624
"ED Visits","New York State","2009-2011","Month",2,"Total",,22.07,95.917,41316,21.29,92.530,491.857
"ED Visits","New York State","2009-2011","Month",3,"Total",,24.29,95.327,45268,23.33,91.570,486.753
"ED Visits","New York State","2009-2011","Month",4,"Total",,24.94,101.136,46562,24.00,97.327,517.356
"ED Visits","New York State","2009-2011","Month",5,"Total",,29.08,114.121,54014,27.84,109.262,580.796
"ED Visits","New York State","2009-2011","Month",6,"Total",,18.85,76.432,35818,18.46,74.869,397.978
"ED Visits","New York State","2009-2011","Month",7,"Total",,15.09,59.210,28895,14.89,58.450,310.699
"ED Visits","New York State","2009-2011","Month",8,"Total",,16.45,64.545,31180,16.07,63.072,335.269
"ED Visits","New York State","2009-2011","Month",9,"Total",,27.10,109.891,49992,25.77,104.497,555.467
"ED Visits","New York State","2009-2011","Total",,"Total",,286.41,95.469,534483,275.48,91.826,488.112
"ED Visits","New York State",2010,"AgeGroup","0-4","Total",,,,27879,240.39,240.389,76.381
"ED Visits","New York State",2010,"AgeGroup","15-19","Total",,,,10158,74.74,74.737,27.830
"ED Visits","New York State",2010,"AgeGroup","20-24","Total",,,,12712,89.88,89.883,34.827
"ED Visits","New York State",2010,"AgeGroup","25-64","Total",,,,80073,76.49,76.495,219.378
"ED Visits","New York State",2010,"AgeGroup","5-14","Total",,,,31094,131.20,131.196,85.189
"ED Visits","New York State",2010,"AgeGroup","65+","Total",,,,12581,47.86,47.857,34.468
"ED Visits","New York State",2010,"Month",1,"Total",,7.91,93.085,14732,7.59,89.412,475.226
"ED Visits","New York State",2010,"Month",10,"Total",,9.83,115.787,18200,9.38,110.460,587.097
"ED Visits","New York State",2010,"Month",11,"Total",,8.86,107.780,16368,8.44,102.652,545.600
"ED Visits","New York State",2010,"Month",12,"Total",,8.83,103.996,16491,8.50,100.087,531.968
"ED Visits","New York State",2010,"Month",2,"Total",,7.18,93.614,13383,6.90,89.927,477.964
"ED Visits","New York State",2010,"Month",3,"Total",,7.91,93.178,14722,7.59,89.351,474.903
"ED Visits","New York State",2010,"Month",4,"Total",,9.97,121.259,18485,9.53,115.929,616.167
"ED Visits","New York State",2010,"Month",5,"Total",,7.60,89.519,14237,7.34,86.407,459.258
"ED Visits","New York State",2010,"Month",6,"Total",,5.99,72.924,11340,5.85,71.119,378.000
"ED Visits","New York State",2010,"Month",7,"Total",,5.00,58.863,9571,4.93,58.088,308.742
"ED Visits","New York State",2010,"Month",8,"Total",,5.31,62.576,10143,5.23,61.560,327.194
"ED Visits","New York State",2010,"Month",9,"Total",,9.11,110.870,16825,8.67,105.518,560.833
"ED Visits","New York State",2010,"Total",,"Total",,93.52,93.516,174497,89.95,89.947,478.074
"ED Visits","New York State","2010-2012","AgeGroup","0-4","Gender","F",,,30286,530.69,176.898,27.633
"ED Visits","New York State","2010-2012","AgeGroup","0-4","Gender","M",,,53722,899.62,299.874,49.016
"ED Visits","New York State","2010-2012","AgeGroup","0-4","Total",,,,84008,719.34,239.780,76.650
"ED Visits","New York State","2010-2012","AgeGroup","15-19","Gender","F",,,18174,278.98,92.994,16.582
"ED Visits","New York State","2010-2012","AgeGroup","15-19","Gender","M",,,13260,194.83,64.944,12.099
"ED Visits","New York State","2010-2012","AgeGroup","15-19","Total",,,,31434,235.99,78.662,28.681
"ED Visits","New York State","2010-2012","AgeGroup","20-24","Gender","F",,,23795,336.86,112.285,21.711
"ED Visits","New York State","2010-2012","AgeGroup","20-24","Gender","M",,,16547,229.41,76.470,15.098
"ED Visits","New York State","2010-2012","AgeGroup","20-24","Total",,,,40342,282.57,94.191,36.808
"ED Visits","New York State","2010-2012","AgeGroup","25-64","Gender","F",,,155348,287.50,95.832,141.741
"ED Visits","New York State","2010-2012","AgeGroup","25-64","Gender","M",,,92377,180.57,60.190,84.286
"ED Visits","New York State","2010-2012","AgeGroup","25-64","Total",,,,247726,235.50,78.499,226.027
"ED Visits","New York State","2010-2012","AgeGroup","5-14","Gender","F",,,39198,340.48,113.492,35.765
"ED Visits","New York State","2010-2012","AgeGroup","5-14","Gender","M",,,60013,498.86,166.285,54.756
"ED Visits","New York State","2010-2012","AgeGroup","5-14","Total",,,,99211,421.41,140.469,90.521
"ED Visits","New York State","2010-2012","AgeGroup","65+","Gender","F",,,28223,179.95,59.984,25.751
"ED Visits","New York State","2010-2012","AgeGroup","65+","Gender","M",,,12037,107.36,35.788,10.983
"ED Visits","New York State","2010-2012","AgeGroup","65+","Total",,,,40260,149.69,49.898,36.734
"ED Visits","New York State","2010-2012","Month",1,"Total",,23.95,94.093,45121,23.15,90.941,485.172
"ED Visits","New York State","2010-2012","Month",10,"Total",,30.21,118.688,56073,28.77,113.014,602.935
"ED Visits","New York State","2010-2012","Month",11,"Total",,27.77,112.737,51404,26.37,107.057,571.156
"ED Visits","New York State","2010-2012","Month",12,"Total",,29.32,115.197,54576,28.00,109.997,586.839
"ED Visits","New York State","2010-2012","Month",2,"Total",,22.22,95.501,41715,21.40,91.989,490.765
"ED Visits","New York State","2010-2012","Month",3,"Total",,25.22,99.068,47069,24.15,94.867,506.118
"ED Visits","New York State","2010-2012","Month",4,"Total",,27.27,110.708,51008,26.17,106.233,566.756
"ED Visits","New York State","2010-2012","Month",5,"Total",,27.44,107.784,51259,26.30,103.312,551.172
"ED Visits","New York State","2010-2012","Month",6,"Total",,18.30,74.280,34828,17.87,72.535,386.978
"ED Visits","New York State","2010-2012","Month",7,"Total",,15.67,61.554,30114,15.45,60.694,323.806
"ED Visits","New York State","2010-2012","Month",8,"Total",,16.39,64.399,31362,16.09,63.210,337.226
"ED Visits","New York State","2010-2012","Month",9,"Total",,26.14,106.129,48452,24.86,100.909,538.356
"ED Visits","New York State","2010-2012","Total",,"Total",,289.92,96.640,542981,278.58,92.862,495.421
"ED Visits","New York State",2011,"AgeGroup","0-4","Total",,,,28089,239.98,239.981,76.956
"ED Visits","New York State",2011,"AgeGroup","15-19","Total",,,,10496,78.82,78.822,28.756
"ED Visits","New York State",2011,"AgeGroup","20-24","Total",,,,13355,93.28,93.279,36.589
"ED Visits","New York State",2011,"AgeGroup","25-64","Total",,,,80545,76.42,76.419,220.671
"ED Visits","New York State",2011,"AgeGroup","5-14","Total",,,,33379,141.82,141.824,91.449
"ED Visits","New York State",2011,"AgeGroup","65+","Total",,,,13659,51.12,51.119,37.422
"ED Visits","New York State",2011,"Month",1,"Total",,8.12,95.566,15381,7.89,92.875,496.161
"ED Visits","New York State",2011,"Month",10,"Total",,9.46,111.370,17602,9.03,106.286,567.806
"ED Visits","New York State",2011,"Month",11,"Total",,9.91,120.593,18234,9.35,113.772,607.800
"ED Visits","New York State",2011,"Month",12,"Total",,9.54,112.303,17631,9.04,106.461,568.742
"ED Visits","New York State",2011,"Month",2,"Total",,7.63,99.440,14320,7.34,95.733,511.429
"ED Visits","New York State",2011,"Month",3,"Total",,8.64,101.754,16153,8.28,97.536,521.065
"ED Visits","New York State",2011,"Month",4,"Total",,7.63,92.833,14370,7.37,89.662,479.000
"ED Visits","New York State",2011,"Month",5,"Total",,11.25,132.449,20899,10.72,126.194,674.161
"ED Visits","New York State",2011,"Month",6,"Total",,5.91,71.865,11321,5.81,70.638,377.367
"ED Visits","New York State",2011,"Month",7,"Total",,5.09,59.968,9804,5.03,59.199,316.258
"ED Visits","New York State",2011,"Month",8,"Total",,4.93,58.059,9465,4.85,57.152,305.323
"ED Visits","New York State",2011,"Month",9,"Total",,7.69,93.581,14343,7.36,89.494,478.100
"ED Visits","New York State",2011,"Total",,"Total",,95.80,95.797,179523,92.07,92.067,491.844
"ED Visits","New York State","2011-2013","AgeGroup","0-4","Gender","F",,,30071,524.62,174.874,27.437
"ED Visits","New York State","2011-2013","AgeGroup","0-4","Gender","M",,,53345,888.96,296.320,48.672
"ED Visits","New York State","2011-2013","AgeGroup","0-4","Total",,,,83416,710.97,236.989,76.109
"ED Visits","New York State","2011-2013","AgeGroup","15-19","Gender","F",,,18207,284.76,94.921,16.612
"ED Visits","New York State","2011-2013","AgeGroup","15-19","Gender","M",,,13162,197.78,65.927,12.009
"ED Visits","New York State","2011-2013","AgeGroup","15-19","Total",,,,31369,240.40,80.134,28.621
"ED Visits","New York State","2011-2013","AgeGroup","20-24","Gender","F",,,24094,339.89,113.296,21.984
"ED Visits","New York State","2011-2013","AgeGroup","20-24","Gender","M",,,16946,233.70,77.898,15.462
"ED Visits","New York State","2011-2013","AgeGroup","20-24","Total",,,,41040,286.19,95.397,37.445
"ED Visits","New York State","2011-2013","AgeGroup","25-64","Gender","F",,,155259,286.69,95.562,141.660
"ED Visits","New York State","2011-2013","AgeGroup","25-64","Gender","M",,,95206,185.33,61.777,86.867
"ED Visits","New York State","2011-2013","AgeGroup","25-64","Total",,,,250467,237.35,79.116,228.528
"ED Visits","New York State","2011-2013","AgeGroup","5-14","Gender","F",,,40728,356.11,118.705,37.161
"ED Visits","New York State","2011-2013","AgeGroup","5-14","Gender","M",,,61289,512.68,170.895,55.921
"ED Visits","New York State","2011-2013","AgeGroup","5-14","Total",,,,102017,436.13,145.377,93.081
"ED Visits","New York State","2011-2013","AgeGroup","65+","Gender","F",,,29253,182.39,60.795,26.691
"ED Visits","New York State","2011-2013","AgeGroup","65+","Gender","M",,,12447,107.52,35.841,11.357
"ED Visits","New York State","2011-2013","AgeGroup","65+","Total",,,,41700,151.00,50.335,38.047
"ED Visits","New York State","2011-2013","Month",1,"Total",,25.30,99.387,48035,24.55,96.443,516.505
"ED Visits","New York State","2011-2013","Month",10,"Total",,29.65,116.477,55136,28.18,110.701,592.860
"ED Visits","New York State","2011-2013","Month",11,"Total",,28.22,114.572,52204,26.68,108.308,580.044
"ED Visits","New York State","2011-2013","Month",12,"Total",,29.68,116.589,55303,28.27,111.036,594.656
"ED Visits","New York State","2011-2013","Month",2,"Total",,22.24,95.604,41867,21.40,91.971,492.553
"ED Visits","New York State","2011-2013","Month",3,"Total",,25.59,100.542,47901,24.48,96.174,515.065
"ED Visits","New York State","2011-2013","Month",4,"Total",,25.43,103.223,47797,24.43,99.164,531.078
"ED Visits","New York State","2011-2013","Month",5,"Total",,29.91,117.508,55737,28.49,111.907,599.323
"ED Visits","New York State","2011-2013","Month",6,"Total",,18.86,76.570,35899,18.35,74.480,398.878
"ED Visits","New York State","2011-2013","Month",7,"Total",,15.99,62.822,30874,15.78,61.988,331.978
"ED Visits","New York State","2011-2013","Month",8,"Total",,16.39,64.393,31479,16.09,63.203,338.484
"ED Visits","New York State","2011-2013","Month",9,"Total",,25.76,104.553,47777,24.42,99.123,530.856
"ED Visits","New York State","2011-2013","Total",,"Total",,293.04,97.679,550009,281.11,93.704,501.833
"ED Visits","New York State",2012,"AgeGroup","0-4","Total",,,,28040,238.98,238.977,76.612
"ED Visits","New York State",2012,"AgeGroup","15-19","Total",,,,10780,82.59,82.586,29.454
"ED Visits","New York State",2012,"AgeGroup","20-24","Total",,,,14275,99.34,99.338,39.003
"ED Visits","New York State",2012,"AgeGroup","25-64","Total",,,,87108,82.56,82.563,238.000
"ED Visits","New York State",2012,"AgeGroup","5-14","Total",,,,34738,148.50,148.500,94.913
"ED Visits","New York State",2012,"AgeGroup","65+","Total",,,,14020,50.66,50.658,38.306
"ED Visits","New York State",2012,"Month",1,"Total",,7.93,93.604,15008,7.67,90.529,484.129
"ED Visits","New York State",2012,"Month",10,"Total",,10.92,128.956,20271,10.36,122.275,653.903
"ED Visits","New York State",2012,"Month",11,"Total",,9.00,109.838,16802,8.58,104.729,560.067
"ED Visits","New York State",2012,"Month",12,"Total",,10.96,129.371,20454,10.45,123.379,659.806
"ED Visits","New York State",2012,"Month",2,"Total",,7.41,93.500,14012,7.16,90.350,483.172
"ED Visits","New York State",2012,"Month",3,"Total",,8.66,102.259,16194,8.27,97.683,522.387
"ED Visits","New York State",2012,"Month",4,"Total",,9.67,118.019,18153,9.27,113.149,605.100
"ED Visits","New York State",2012,"Month",5,"Total",,8.59,101.388,16123,8.24,97.254,520.097
"ED Visits","New York State",2012,"Month",6,"Total",,6.40,78.052,12167,6.22,75.838,405.567
"ED Visits","New York State",2012,"Month",7,"Total",,5.58,65.844,10739,5.49,64.778,346.419
"ED Visits","New York State",2012,"Month",8,"Total",,6.15,72.600,11754,6.01,70.900,379.161
"ED Visits","New York State",2012,"Month",9,"Total",,9.34,113.983,17284,8.83,107.733,576.133
"ED Visits","New York State",2012,"Total",,"Total",,100.61,100.609,188961,96.54,96.542,516.287
"ED Visits","New York State","2012-2014","AgeGroup","0-4","Gender","F",,,29279,509.51,169.835,26.714
